Carpeta,Imagen,Valvula_de_expansion,Compresor,Condensador
FALLA ALTA,28_b5,0.5813031580090072,1.4667218838434104,0.8817016443227855
FALLA ALTA,17_b5,0.5905513848959218,0.5198462935764059,1.1433638233506325
FALLA ALTA,44_b5,0.6203213532103239,3.0683394240071675,0.9720853049157391
FALLA ALTA,3_b5,0.5487423491272438,0.516386614190873,2.743103396435159
FALLA ALTA,9_b5,0.8309521298702135,0.4984233090687522,1.9551758180771375
FALLA ALTA,33_b5,0.5998594656943843,2.0023796752480734,0.9189150609320711
FALLA ALTA,32_b5,0.5316451527690129,1.8380175737078965,0.8332609097110292
FALLA ALTA,56_b5,0.9596743257602903,4.308237455584577,1.3552795923402225
FALLA ALTA,23_b5,0.6110006779264183,1.0001960008007187,0.9924556389511381
FALLA ALTA,35_b5,0.7528623438193853,2.285002153330613,0.9937838500203751
FALLA ALTA,60_b5,0.939269803884405,4.605411809517697,1.167735412777606
FALLA ALTA,16_b5,0.7007129618497494,0.5191718321772649,1.266434665972348
FALLA ALTA,31_b5,0.5889664979503706,1.832456027883563,0.8631621915376563
FALLA ALTA,35_b5,0.7494417684800635,2.3212855395552134,0.9887131266030957
FALLA ALTA,3_b5,0.551934653293037,0.4887207445556843,2.744157168936607
FALLA ALTA,51_b5,0.6162863804037152,3.6226559382876626,0.9531272376809867
FALLA ALTA,23_b5,0.6102021614860569,1.0207168124779813,1.0084589614475663
FALLA ALTA,24_b5,0.6299330282867379,1.1515166984091991,1.0192320447617507
FALLA ALTA,9_b5,0.8272854552560825,0.480732491134474,1.9543131908028424
FALLA ALTA,57_b5,0.7007969634524354,4.206091665604038,1.0634006483946883
FALLA ALTA,55_b5,0.6199593904359576,3.9936475092128902,1.055163334587263
FALLA ALTA,49_b5,0.557756330382898,3.4414413123498004,0.9313096834190772
FALLA ALTA,3_b5,0.5511051835354657,0.5199706670031929,2.747237415658736
FALLA ALTA,44_b5,0.6220260232908299,3.0742727512394854,0.9698604340306957
FALLA ALTA,44_b5,0.6218668261619239,3.036630891835186,0.9700419783264961
FALLA ALTA,53_b5,0.719416564778784,3.827939566797488,1.0918809164924392
FALLA ALTA,41_b5,0.48767722991798246,2.697882965750717,0.7979096763726784
FALLA ALTA,9_b5,0.8302554913205481,0.4886675285100462,1.9469066053768547
FALLA ALTA,13_b5,0.7383205164819573,0.4402957205631427,1.4580852386801375
FALLA ALTA,2_b5,0.020516329866809027,0.15006053838269276,0.5325728829815908
FALLA ALTA,29_b5,0.5590045761827955,1.571099219407208,0.8746377679009554
FALLA ALTA,2_b5,0.020459046092811496,0.1133988770805372,0.5389072608625216
FALLA ALTA,57_b5,0.6995557741010413,4.199489627434059,1.0664004795616042
FALLA ALTA,17_b5,0.5904296330739643,0.512023281085328,1.1392517620190215
FALLA ALTA,29_b5,0.5616822854263743,1.570271544962911,0.8805568212082561
FALLA ALTA,60_b5,0.9433025586083786,4.6316489543367085,1.1788682291775792
FALLA ALTA,24_b5,0.6270736097795121,1.150803408070232,1.023325684338536
FALLA ALTA,54_b5,0.5198897070386036,3.7782585545411287,0.88807640518431
FALLA ALTA,17_b5,0.5936271294820653,0.5198943988252297,1.1411349034672738
FALLA ALTA,18_b5,0.6890168750981593,0.6266878858298027,1.1826500145477359
FALLA ALTA,6_b5,0.9420012810039392,0.5363328474013266,2.4845372242593182
FALLA ALTA,33_b5,0.6001718091034147,1.996853368761436,0.9173943332686733
FALLA ALTA,17_b5,0.5900377671457729,0.482391122118504,1.1382922369862678
FALLA ALTA,23_b5,0.6086614938398448,0.9999961740251394,1.0079244244484986
FALLA ALTA,56_b5,0.9604848869292056,4.359855688695837,1.3455331349163258
FALLA ALTA,31_b5,0.5887154629963348,1.802177928100378,0.8797605709185883
FALLA ALTA,57_b5,0.6987970410752516,4.219746560102013,1.0686390693179955
FALLA ALTA,13_b5,0.7402519182026432,0.487519966258826,1.4476696910695777
FALLA ALTA,17_b5,0.5921563734695942,0.5127323655075375,1.1360760223732198
FALLA ALTA,59_b5,0.6301631615359512,4.2099462173383575,0.941046360111826
FALLA ALTA,23_b5,0.6105681893588245,0.9919988308097866,1.0026975733331587
FALLA ALTA,39_b5,0.3397525126993669,2.310431236696023,0.6001659171442306
FALLA BAJA,39_b1,0.3781714501902096,1.841434436052902,0.49842541862565154
FALLA BAJA,52_b1,0.3690233188645024,2.9632425430776737,0.5748884791026153
FALLA BAJA,29_b1,0.3445270952325764,0.7670496176446835,0.3507466422655948
FALLA BAJA,15_b1,0.6502274280646242,-0.09259008599452515,0.7113257041567236
FALLA BAJA,43_b1,0.19023774740104513,2.05598172277858,0.3750690026389376
FALLA BAJA,8_b1,1.0882133765763953,-0.014398539356005182,1.592337097629694
FALLA BAJA,21_b1,0.4220325936039232,0.161345195799934,0.4901613793984643
FALLA BAJA,39_b1,0.37693795427921234,1.8558119009752354,0.49562725239680133
FALLA BAJA,58_b1,0.22298951684449497,3.2091230300697147,0.4214034266789931
FALLA BAJA,19_b1,0.518209882196264,-0.027918777287717474,0.5157344722782224
FALLA BAJA,23_b1,0.509218190109003,0.3832238870769768,0.5986197307729668
FALLA BAJA,11_b1,1.0307854682146416,0.049742416761225684,1.2316708253159914
FALLA BAJA,11_b1,1.0297557228662737,0.05605531358111933,1.225276414237227
FALLA BAJA,24_b1,0.499996687063692,0.5162835500785982,0.6219203216451792
FALLA BAJA,53_b1,0.6680128561006535,3.3801940091101486,0.9304160842120858
FALLA BAJA,36_b1,0.17077655462166788,1.3450993654128363,0.26428906704098915
FALLA BAJA,40_b1,0.4241771341413678,2.0081909287404907,0.5715779712481397
FALLA BAJA,24_b1,0.50409372098611,0.5100460824357509,0.6097839728050831
FALLA BAJA,3_b1,0.8220372610772542,0.014598826031915074,2.0212198870067444
FALLA BAJA,22_b1,0.4823186774663345,0.22111127805825523,0.5795480800199485
FALLA BAJA,53_b1,0.67080225822733,3.374826883439028,0.9374079918121128
FALLA BAJA,2_b1,-0.05084317861737671,-0.1244928722336685,0.061463283873176525
FALLA BAJA,24_b1,0.5034813083927779,0.5152355715220908,0.6263546918247134
FALLA BAJA,44_b1,0.33094710948690736,2.3210128301734674,0.5101782018505875
FALLA BAJA,30_b1,0.43893113560303004,0.9485517384624579,0.46735593417063415
FALLA BAJA,38_b1,0.3038917146206553,1.636975580449255,0.40339617199505273
FALLA BAJA,2_b1,-0.05313299254139009,-0.1076987774400557,0.059733260132172276
FALLA BAJA,60_b1,0.27057111084682745,3.401601096762497,0.48153825827820934
FALLA BAJA,21_b1,0.4224043629957159,0.13879275621837495,0.4886987740601204
FALLA BAJA,33_b1,-0.021190559028629468,0.8946787434174195,0.05378924525602051
FALLA BAJA,12_b1,0.9589967368692479,0.08444754102008964,1.1739297894419072
FALLA BAJA,58_b1,0.21737454815044083,3.1959162283635916,0.4270460055115626
FALLA BAJA,22_b1,0.4806657178801232,0.2328741260903508,0.5966698671558542
FALLA BAJA,44_b1,0.33587662580467914,2.3273914351276686,0.5123276041939853
FALLA BAJA,25_b1,0.5884503771263017,0.7590313631862007,0.7201978474413006
FALLA BAJA,49_b1,0.3499914318975318,2.7248945515275653,0.596865123662937
FALLA BAJA,27_b1,0.32662062281309767,0.5369000789552151,0.3145005008856646
FALLA BAJA,59_b1,0.48880817139474914,3.6117075435219586,0.7613943801260207
FALLA BAJA,42_b1,0.2880174615939358,2.032762506039839,0.473513176305286
FALLA BAJA,28_b1,0.2925147890585099,0.5928846530385181,0.33170182632111583
FALLA BAJA,60_b1,0.2746880154265552,3.4065488125061383,0.4764197248783303
FALLA BAJA,16_b1,0.5581778111249274,-0.05647453554741602,0.603227546844488
FALLA BAJA,15_b1,0.6522354607214692,-0.09215000221846392,0.7225438243938398
FALLA BAJA,47_b1,0.22960499487187552,2.448432592416289,0.4228121235675939
FALLA BAJA,51_b1,0.375120323215637,2.9545098057202046,0.6893066250789269
FALLA BAJA,44_b1,0.3305035793438385,2.310734756283508,0.5066241299650409
FALLA BAJA,55_b1,0.4778531712465494,3.3530285112886076,0.7413057173723109
FALLA BAJA,52_b1,0.37283685666841737,2.9649458557498862,0.5710943843338476
FALLA BAJA,57_b1,0.8810654077301375,3.7818542470492273,1.088842645984659
FALLA BAJA,3_b1,0.8194848348884252,-0.0022558850064976193,2.024280326597927
FALLA BAJA,37_b1,0.25680769581931734,1.573302369640816,0.3567677256465761
FALLA BAJA,51_b1,0.3787472890723725,2.924889406816041,0.6783273005664812
FALLA BAJA,7_b1,0.9008746009589156,-0.23762267366859155,1.4841336612480593
FALLA BAJA,21_b1,0.41739414898654975,0.14116280402104084,0.49439714015791986
FALLA BAJA,9_b1,0.8691224298473652,-0.15729053897860693,1.2578209559801423
FALLA BAJA,39_b1,0.3796432044558638,1.8440535862685803,0.4812497007424627
FALLA BAJA,18_b1,0.530795594516951,-0.023482868806096898,0.5451176361200747
FALLA BAJA,4_b1,1.4088943915377747,0.2870889751852297,2.5217758109596717
FALLA BAJA,25_b1,0.593262427665734,0.7499561579072915,0.7250204178778402
FALLA BAJA,60_b1,0.2691575995258295,3.4055095351145512,0.4809838887417463
FALLA BAJA,5_b2,1.4422162386649633,0.32579646751643826,2.399906849390515
FALLA BAJA,1_b2,0.003049107471041867,-0.015449190282482943,-0.0008440459231129298
FALLA BAJA,50_b2,0.2877719930851843,2.7411456611857794,0.4904603343751158
FALLA BAJA,22_b2,0.4829955434890823,0.24276244730919236,0.5771516645815599
FALLA BAJA,59_b2,0.4934955514743343,3.5988981125972823,0.7733572050678126
FALLA BAJA,17_b2,0.4628897178197296,-0.2339298376879692,0.4494638129250781
FALLA BAJA,52_b2,0.367748670420283,2.9747725490805546,0.5615657084014894
FALLA BAJA,18_b2,0.528360272889812,-0.042722269345592326,0.552988931296716
FALLA BAJA,60_b2,0.27277027689267025,3.38500851583914,0.47403361094819585
FALLA BAJA,28_b2,0.2965647337143358,0.6116124720812872,0.3214217135773465
FALLA BAJA,3_b2,0.8255349999645557,0.008187646233055049,2.0182705965175054
FALLA BAJA,47_b2,0.23905874665808122,2.4737203050285377,0.4210157023716169
FALLA BAJA,31_b2,0.047063699331576295,0.7462919263257684,0.11278561470220586
FALLA BAJA,24_b2,0.5050429312046476,0.5078138797642343,0.6163478611921673
FALLA BAJA,1_b2,0.0070626746137535425,0.02008351126016584,6.292849768391797e-05
FALLA BAJA,36_b2,0.1722995253336879,1.322540556644234,0.276361683810304
FALLA BAJA,51_b2,0.38180836639948695,2.9710176472693317,0.6728939311331351
FALLA BAJA,60_b2,0.27170912349062337,3.400036537516247,0.48108268163682344
FALLA BAJA,12_b2,0.9547040678522479,0.07621390728387531,1.1836440105605184
FALLA BAJA,26_b2,0.3679501181776183,0.4668261469570392,0.38304794311253837
FALLA BAJA,2_b2,-0.04719697664265442,-0.11070483495276033,0.06557891592178344
FALLA BAJA,48_b2,0.17668124744796654,2.4523936462168527,0.3554897779194496
FALLA BAJA,35_b2,0.053433772868170214,1.19105705176959,0.17476668128206843
FALLA BAJA,12_b2,0.967984733398306,0.06539364155964894,1.1775962411898588
FALLA BAJA,3_b2,0.819006668390977,0.007357469673661231,2.019283600951435
FALLA BAJA,36_b2,0.16922455387350852,1.3422663525892071,0.268324888039491
FALLA BAJA,54_b2,0.5465710574305142,3.349239539649138,0.7782619496346361
FALLA BAJA,5_b2,1.4401668474159488,0.29920881096059876,2.399134993922878
FALLA BAJA,37_b2,0.25667224920128906,1.5376221295677588,0.3430154278776002
FALLA BAJA,49_b2,0.3511743738010224,2.7309069655778244,0.5922194272520996
FALLA BAJA,54_b2,0.5464565187660974,3.348829147003119,0.7801585481719192
FALLA BAJA,13_b2,0.6006793789829742,-0.1878833152415014,0.7462594696186073
FALLA BAJA,25_b2,0.5862992518992144,0.7202924063070205,0.7239567233409717
FALLA BAJA,48_b2,0.17414769286852635,2.4440803575698498,0.34828438668448286
FALLA BAJA,33_b2,-0.021581947751359548,0.9143023017975496,0.0672083809355054
FALLA BAJA,11_b2,1.033038825182306,0.05999545685471788,1.224662677889602
FALLA BAJA,49_b2,0.35263016101819467,2.715794176151513,0.6044797513707898
FALLA BAJA,10_b2,0.9965952311395274,-0.02312106791769822,1.3259406309262087
FALLA BAJA,35_b2,0.05256186172103426,1.1881973243315718,0.16875450285085358
FALLA BAJA,49_b2,0.34771136444093287,2.7207951904067356,0.609864637663313
FALLA BAJA,53_b2,0.6703347220738389,3.3594472620608196,0.9320626373476201
FALLA BAJA,5_b2,1.4388711131291665,0.32281908156407246,2.4033345320479422
FALLA BAJA,57_b2,0.8793239344041025,3.7816787060625754,1.0971035478389684
FALLA BAJA,29_b2,0.3359542865016072,0.7653993851067517,0.35539705874634364
FALLA BAJA,10_b2,0.9990291868928528,-0.004532137889502602,1.309786749999105
FALLA BAJA,8_b2,1.0879167639669154,-0.021876212092406495,1.5884625893317155
FALLA BAJA,21_b2,0.4127597443967252,0.1376126889615843,0.4825876458800603
FALLA BAJA,48_b2,0.16979896989711504,2.454570626536526,0.3455442480250645
FALLA BAJA,41_b2,0.16348480117075512,1.883861628180419,0.3808597287860724
FALLA BAJA,54_b2,0.5467696926677702,3.3444049016040798,0.786418549531975
FALLA BAJA,33_b2,-0.024301694043999882,0.8897622647094465,0.07346454796648064
FALLA BAJA,4_b2,1.4089714536868005,0.2602333697616548,2.5323488034240236
FALLA BAJA,35_b2,0.05071529229415627,1.1948214623918367,0.16888386746955594
FALLA BAJA,42_b2,0.28750982243539325,2.0366024246064227,0.47121016674384336
FALLA BAJA,44_b2,0.3248259517728653,2.309334737882297,0.5039661508669514
FALLA BAJA,26_b2,0.3691808226068092,0.47376273047175665,0.3786072602318325
FALLA BAJA,30_b2,0.4379410024689119,0.9351211723454776,0.46503220210020296
FALLA BAJA,49_b2,0.3561309980640437,2.719611947259016,0.5909927745473036
FALLA BAJA,55_b2,0.4794227977256668,3.365132912377038,0.740036387418861
FALLA BAJA,59_b2,0.4929735066088237,3.593348215974283,0.7636626243129315
FALLA BAJA,21_b3,0.42241090350037896,0.12078314467340127,0.4840041983213895
FALLA BAJA,36_b3,0.1656869599716705,1.345945731797197,0.26510600736826895
FALLA BAJA,50_b3,0.29392120360110074,2.736732104633908,0.4980261532187432
FALLA BAJA,46_b3,0.01797712423299684,2.231423977737969,0.26577332189094666
FALLA BAJA,60_b3,0.2717899327334211,3.4191672773107555,0.4865654549383461
FALLA BAJA,4_b3,1.4103240492918947,0.2710259061946565,2.518951550263858
FALLA BAJA,33_b3,-0.021296847771407328,0.8970113200945994,0.06652523902047794
FALLA BAJA,21_b3,0.4190834886713221,0.13524330347653696,0.49704821529838117
FALLA BAJA,4_b3,1.4107842466938563,0.2773124384646475,2.516398098317783
FALLA BAJA,48_b3,0.16607182128046993,2.4347743244688713,0.3402042612215928
FALLA BAJA,43_b3,0.18733234848540567,2.075370297189293,0.3861022909758926
FALLA BAJA,57_b3,0.8796712370232495,3.7834757236385967,1.09576364823852
FALLA BAJA,24_b3,0.5027356347582925,0.498775150404667,0.623248560192405
FALLA BAJA,56_b3,0.7190765818838775,3.574658033393606,0.9082660820489252
FALLA BAJA,23_b3,0.5110161693505211,0.381719044708542,0.5850855536403771
FALLA BAJA,26_b3,0.3706434722928212,0.4458836256101412,0.36356251862538763
FALLA BAJA,4_b3,1.4028422237222842,0.2649187781989555,2.5155054144507933
FALLA BAJA,8_b3,1.0906602324502805,-0.019707201479020244,1.5924972620754512
FALLA BAJA,4_b3,1.4011892313487613,0.2704285159964839,2.5083143996830044
FALLA BAJA,36_b3,0.16699990129995843,1.340868074275384,0.27013700812361674
FALLA BAJA,39_b3,0.37996729920892164,1.857373040364362,0.4938188794729911
FALLA BAJA,46_b3,0.008289605338281927,2.2486155961207754,0.26536606222441034
FALLA BAJA,54_b3,0.5487257767880234,3.3888642834363343,0.7802427313687958
FALLA BAJA,37_b3,0.26260213949549893,1.5367025089977349,0.3552946597982646
FALLA BAJA,54_b3,0.5450213601024555,3.360768348845368,0.7885505277069103
FALLA BAJA,58_b3,0.2179058878541529,3.1971376526455564,0.4195273077191421
FALLA BAJA,2_b3,-0.052608678532645,-0.0910131299734767,0.06336127611595456
FALLA BAJA,15_b3,0.6526437576904527,-0.09489014964673453,0.7252308576946365
FALLA BAJA,57_b3,0.8796105505519143,3.800756300540339,1.0917202758706925
FALLA BAJA,40_b3,0.41935196858538726,2.008986335235171,0.574735369811113
FALLA BAJA,37_b3,0.2585157445133783,1.5372302581456754,0.3499206897370445
FALLA BAJA,30_b3,0.43846634930539513,0.9403118149626875,0.45491159684883475
FALLA BAJA,22_b3,0.4833084373052827,0.24524217416325203,0.5899987967681789
FALLA BAJA,20_b3,0.660313559949467,0.1819793366704816,0.6386606381734677
FALLA BAJA,33_b3,-0.019814950820300825,0.8905238810661292,0.06990999215355634
FALLA BAJA,11_b3,1.0318948835252675,0.0441112960287994,1.2337014626294582
FALLA BAJA,37_b3,0.26028604812335876,1.5263508640864993,0.3524742323448544
FALLA BAJA,42_b3,0.28436475362674196,2.0312170260859372,0.4859935522019541
FALLA BAJA,32_b3,-0.0813284806174583,0.6887811094775305,-0.07381741876033925
FALLA BAJA,19_b3,0.5231705839801492,-0.007775861065640773,0.53329842926522
FALLA BAJA,9_b3,0.8712203173358816,-0.13081042157952746,1.2590935486117416
FALLA BAJA,30_b3,0.43912002081939694,0.9454038968637664,0.44963591826463417
FALLA BAJA,9_b3,0.872922372375768,-0.14239348171486044,1.2625753654891774
FALLA BAJA,11_b3,1.0296731772598107,0.04854315904656072,1.2312961308629498
FALLA BAJA,23_b3,0.5055579514738953,0.40474595685754733,0.5856642007018704
FALLA BAJA,59_b3,0.49405523923805433,3.6193500681160202,0.766617216643099
FALLA BAJA,51_b3,0.3788264389561333,2.9398408779235092,0.6839487018831025
FALLA BAJA,17_b3,0.4651399276588889,-0.1883119460452748,0.45422542936578175
FALLA BAJA,52_b3,0.3658797514679755,2.93808982564901,0.5592390052669767
FALLA BAJA,53_b3,0.6663589194435167,3.3713257802615417,0.9486890268880392
FALLA BAJA,9_b3,0.8638550035267146,-0.14268971148404064,1.2653824517594536
FALLA BAJA,52_b3,0.36646208398342783,2.956982285977815,0.5779759604519511
FALLA BAJA,51_b3,0.37558230218165445,2.9390046150900284,0.6890593808185407
FALLA BAJA,19_b3,0.5320869809563501,-0.004598828284840046,0.519754779126551
FALLA BAJA,29_b3,0.34088771603934354,0.7768375009982135,0.3555726835209961
FALLA BAJA,30_b3,0.445986809181936,0.9424443789303895,0.4577675688603836
FALLA BAJA,2_b3,-0.05044316496754001,-0.11018012803052502,0.06040220621107114
FALLA BAJA,13_b3,0.6041920287839525,-0.20107878749735167,0.7486676436510433
FALLA BAJA,3_b3,0.8202758947374902,-0.0021994025823602187,2.0112922870192658
FALLA BAJA,12_b3,0.9553744762801141,0.06757013953994823,1.1717544207074755
FALLA BAJA,12_b4,0.958604995638584,0.0468200201941555,1.1899602036032904
FALLA BAJA,31_b4,0.0450158270192889,0.7374096134492819,0.10544046429678496
FALLA BAJA,4_b4,1.41619322115413,0.2752685265655087,2.5210993285868377
FALLA BAJA,33_b4,-0.016555131026874836,0.8850863861974637,0.05765683902901244
FALLA BAJA,32_b4,-0.08495858886661042,0.6811801588935479,-0.0734618846683024
FALLA BAJA,22_b4,0.4760833137265562,0.24315509956238382,0.5940136993913759
FALLA BAJA,36_b4,0.1770654423013156,1.3577532521135487,0.26837876943816974
FALLA BAJA,5_b4,1.435190328782589,0.28905015583584487,2.4043768509303596
FALLA BAJA,58_b4,0.21703385451538268,3.21276860033452,0.42646085390102734
FALLA BAJA,57_b4,0.8770287705230022,3.777302717376149,1.0937996836129698
FALLA BAJA,16_b4,0.5631624762317975,-0.06407505011672059,0.6184203041441853
FALLA BAJA,2_b4,-0.05208765801977128,-0.08529300293901503,0.05990071999425056
FALLA BAJA,15_b4,0.6475494800563564,-0.07375800344194064,0.727655811571232
FALLA BAJA,54_b4,0.5511947939585944,3.3707731897920135,0.7938061454167351
FALLA BAJA,58_b4,0.21713280322259357,3.1914124377378292,0.4233132987205645
FALLA BAJA,55_b4,0.47603929808297224,3.377047939580513,0.7416721901612267
FALLA BAJA,9_b4,0.8748035154267655,-0.13712239595013934,1.2585868012872536
FALLA BAJA,24_b4,0.49563272664067043,0.5129569360345436,0.6301282326968753
FALLA BAJA,47_b4,0.2349365980139337,2.4436440365856527,0.41542663714869055
FALLA BAJA,9_b4,0.8662933592886998,-0.12924620035138668,1.2601991256237977
FALLA BAJA,54_b4,0.547087917230425,3.3518192326651532,0.7801024667697415
FALLA BAJA,13_b4,0.5995626817926665,-0.22217797137988332,0.7578576059854407
FALLA BAJA,35_b4,0.04409877154635925,1.1838672340864163,0.17267610796007724
FALLA BAJA,25_b4,0.590467718535016,0.7446218707588144,0.7242739791283205
FALLA BAJA,13_b4,0.5967697989459025,-0.20572849858277809,0.7588960222973031
FALLA BAJA,18_b4,0.5294376621374027,-0.04402440302805264,0.5505070033255149
FALLA BAJA,39_b4,0.37778267508722957,1.8430963490033616,0.4791203032356776
FALLA BAJA,5_b4,1.440967565880755,0.31421475097389834,2.4075152195408602
FALLA BAJA,47_b4,0.23185405456291394,2.4524389439294096,0.4163949817015285
FALLA BAJA,31_b4,0.049980070179425115,0.720549275494877,0.10562746383775151
FALLA BAJA,57_b4,0.8766141334882368,3.7664247009990888,1.0974310798808897
FALLA BAJA,15_b4,0.6520586441110857,-0.07884491906773199,0.7213714576788948
FALLA BAJA,43_b4,0.18856201337600892,2.0307983430710115,0.3876881695231368
FALLA BAJA,37_b4,0.26112948072768133,1.5292140438678035,0.34588479174828013
FALLA BAJA,32_b4,-0.08262640437485681,0.6878553875461306,-0.07099357413678709
FALLA BAJA,23_b4,0.5158418980728661,0.38669747189397735,0.5886601639247667
FALLA BAJA,37_b4,0.25686824757673765,1.55356871036675,0.34659304782653955
FALLA BAJA,58_b4,0.22571591255527512,3.1942112256388357,0.42094809454166615
FALLA BAJA,16_b4,0.5586604776795747,-0.0694884707988783,0.608024894685395
FALLA BAJA,18_b4,0.5276295093791602,-0.04453772549493561,0.5509860705583969
FALLA BAJA,7_b4,0.9028922566825477,-0.24045136701385808,1.4825608220303352
FALLA BAJA,45_b4,0.20575465850083482,2.2894098367726685,0.4206414822608294
FALLA BAJA,43_b4,0.19327900471523105,2.0416748084302263,0.38695716593834295
FALLA BAJA,12_b4,0.9591541502177002,0.08082332281021791,1.1856303623130549
FALLA BAJA,41_b4,0.15806827908259144,1.8695642057342476,0.379495959183341
FALLA BAJA,9_b4,0.8702389014024983,-0.14525526921895132,1.2616040153363834
FALLA BAJA,50_b4,0.29019163255616515,2.732201081618903,0.4974921008357675
FALLA BAJA,14_b4,0.6180913850608085,-0.12812012324761968,0.7336164058298684
FALLA BAJA,60_b4,0.26889301448508235,3.406609219370231,0.47465053767524923
FALLA BAJA,12_b4,0.9628723468708487,0.06704505979664575,1.1864662763199512
FALLA BAJA,43_b4,0.18745882152386184,2.034618784887325,0.3770483735455566
FALLA BAJA,55_b4,0.47582561057738193,3.3643119308974594,0.7405342968195211
FALLA BAJA,17_b4,0.4608536625613951,-0.2258115247682019,0.45185621395460407
FALLA BAJA,53_b4,0.6674452105013846,3.3801590970193356,0.936368023404889
FALLA BAJA,58_b4,0.21172495146505282,3.1933095663696442,0.41711663902362894
FALLA BAJA,25_b4,0.5924525997930449,0.752784613422766,0.7296852367622086
FALLA BAJA,48_b4,0.17677756420620788,2.4313301658462243,0.3615007343197118
FALLA BAJA,49_b4,0.34884217602276985,2.7180835315071183,0.5978935922095678
FALLA BAJA,42_b4,0.29043082786784613,2.0243626522367193,0.4875708043523918
FALLA BAJA,32_b4,-0.08628017890608367,0.6914620530812112,-0.05683427626225064
FALLA BAJA,6_b5,0.987787001732239,-0.11809150749019695,1.7399914575218196
FALLA BAJA,41_b5,0.158782393514733,1.88632781481797,0.3747703745958655
FALLA BAJA,53_b5,0.6712862035223126,3.3872375418931404,0.935935514480548
FALLA BAJA,59_b5,0.490272571548018,3.590157323572502,0.7593228088483213
FALLA BAJA,20_b5,0.6591968567776593,0.22752427880630105,0.6489757934761182
FALLA BAJA,19_b5,0.5225457752735863,-0.01615858973954156,0.525984876685334
FALLA BAJA,12_b5,0.9629874770446933,0.08299288198945357,1.172900879767316
FALLA BAJA,30_b5,0.43867340310949826,0.9211641496292116,0.46335224932383373
FALLA BAJA,28_b5,0.293646014632091,0.6065555799856004,0.33364342511846246
FALLA BAJA,17_b5,0.45984151441311116,-0.19823527471972613,0.44075370499591654
FALLA BAJA,44_b5,0.33108697416938887,2.262052721313375,0.5149948105044492
FALLA BAJA,3_b5,0.8200543151260655,0.006590501139411141,2.016798819195466
FALLA BAJA,9_b5,0.8661476320255233,-0.1560910388298112,1.2575456055947674
FALLA BAJA,33_b5,-0.016553807889451138,0.8832229508617739,0.05586044969528878
FALLA BAJA,32_b5,-0.07896761451386304,0.6394523219299858,-0.06705541575906078
FALLA BAJA,56_b5,0.7196016343292954,3.562782694425325,0.9126616069899497
FALLA BAJA,23_b5,0.5065553620141154,0.40709019200965585,0.5909975665555521
FALLA BAJA,35_b5,0.049088605061493595,1.179020294506955,0.17594822766773044
FALLA BAJA,60_b5,0.2758581251957778,3.4232048118945584,0.48059598883976
FALLA BAJA,16_b5,0.5587204343691239,-0.08667711359107053,0.6202263109157288
FALLA BAJA,31_b5,0.04701178347726113,0.7289934318800284,0.10928287302211384
FALLA BAJA,35_b5,0.04874512821681119,1.1922570284530214,0.17372529360653366
FALLA BAJA,3_b5,0.8193853037542081,0.007972327985127287,2.016761650947004
FALLA BAJA,51_b5,0.3799853230944452,2.963392081508158,0.6758618530180835
FALLA BAJA,23_b5,0.5116991676285612,0.35588488455072076,0.5860673653014559
FALLA BAJA,24_b5,0.493773537662275,0.4934772563687577,0.6262411450305251
FALLA BAJA,9_b5,0.8735555407349901,-0.1665362305694823,1.2637442008428097
FALLA BAJA,57_b5,0.8779666057046718,3.7886423597057908,1.0950635622090161
FALLA BAJA,55_b5,0.48244825757438226,3.359709631772733,0.7384840370271822
FALLA BAJA,49_b5,0.34882624722955907,2.734570376595906,0.6065382949929182
FALLA BAJA,3_b5,0.8216897567116372,0.011933554200422547,2.0223119229398763
FALLA BAJA,44_b5,0.3288265228176393,2.310832318278646,0.5080950534001467
FALLA BAJA,44_b5,0.33359723272102126,2.345541687047763,0.5135287483453899
FALLA BAJA,53_b5,0.6655620943766265,3.3761767495101234,0.9401475497003541
FALLA BAJA,41_b5,0.16232782128075735,1.8703087779945486,0.37924109675485207
FALLA BAJA,9_b5,0.8675801370824846,-0.1677649330220581,1.2624280989472612
FALLA BAJA,13_b5,0.5998580772684123,-0.23130431389709818,0.75601943417908
FALLA BAJA,2_b5,-0.054921584550701036,-0.11448066168828055,0.061355656941082075
FALLA BAJA,29_b5,0.3451617988111739,0.7902346566866887,0.34733934139552575
FALLA BAJA,2_b5,-0.052850624558608346,-0.09300697880710551,0.058694895184966484
FALLA BAJA,57_b5,0.8815264119462752,3.7599666153257343,1.0920035559015826
FALLA BAJA,17_b5,0.4600259012575249,-0.21524752357792692,0.4461182295024121
FALLA BAJA,29_b5,0.3378520621225381,0.7745932692961504,0.35053266562175595
FALLA BAJA,60_b5,0.2697463598575507,3.424820857096918,0.47540098894451
FALLA BAJA,24_b5,0.4985824834654585,0.5150754124196623,0.6253583695256357
FALLA BAJA,54_b5,0.5474272808471562,3.353646356819445,0.7731842813127293
FALLA BAJA,17_b5,0.4623838497532041,-0.20495616495826088,0.4546575125047795
FALLA BAJA,18_b5,0.5291699849458917,-0.0458929943528702,0.550918299120355
FALLA BAJA,6_b5,0.993148229590931,-0.12318424316143664,1.7467594244679596
FALLA BAJA,33_b5,-0.016842015322446745,0.905162066684074,0.060249433114333804
